                                fnname           clock    nsamples     min  perc50     mean    perc95            max     stddev     drift
                    libc_gettime_clock      UPTIME_RAW     100,000   1,208   1,416   34,459     5,750    355,308,709  2,639,367  1.000000
                    libc_gettime_clock       MONOTONIC     100,000   1,000   1,000   33,409     6,000    359,134,000  2,635,511  1.000018
     plat_apple::gettime_nsec_np_clock       MONOTONIC     100,000   1,000   1,000   33,504     6,000    289,426,000  2,438,570  1.000008
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,291   1,542    1,819     5,916         44,917      1,045  0.000438
                    libc_gettime_clock       MONOTONIC     100,000   1,000   1,000   33,179     6,000    338,100,000  2,592,726  0.999995
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,291   1,542    1,820     5,916         17,125      1,085  0.000715
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,694     5,916         29,458      1,075  0.000056
     plat_apple::gettime_nsec_np_clock       MONOTONIC     100,000   1,000   1,000   33,579     6,000    343,060,000  2,500,275  0.999999
     plat_apple::gettime_nsec_np_clock      UPTIME_RAW     100,000   1,208   1,416   34,485     5,709    362,088,583  2,537,173  0.999999
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,706     5,875         44,250      1,051  0.000040
     plat_apple::gettime_nsec_np_clock       MONOTONIC     100,000   1,000   1,000   33,683     6,000    334,134,000  2,493,571  0.999999
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW     100,000   1,208   1,416   35,561     5,709    330,482,333  2,761,265  0.999993
                               instant            None     100,000   1,208   1,292   34,020     5,750    359,374,792  2,655,666  0.999988
     plat_apple::gettime_nsec_np_clock       MONOTONIC     100,000   1,000   1,000   33,550     6,000    386,397,000  2,685,850  1.000004
     plat_apple::gettime_nsec_np_clock       MONOTONIC     100,000   1,000   1,000   33,785     6,000    336,237,000  2,554,912  0.999999
     plat_apple::gettime_nsec_np_clock       MONOTONIC     100,000   1,000   1,000   33,775     6,000    319,813,000  2,465,993  1.000002
     plat_apple::gettime_nsec_np_clock      UPTIME_RAW     100,000   1,208   1,375   34,533     5,708    360,909,583  2,563,757  1.000000
     plat_apple::gettime_nsec_np_clock       MONOTONIC     100,000   1,000   1,000   33,563     6,000    348,104,000  2,622,614  1.000004
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW     100,000   1,208   1,416   33,255     5,708    356,007,166  2,422,129  0.999997
                    libc_gettime_clock      UPTIME_RAW     100,000   1,208   1,416   34,793     5,750    395,684,875  2,652,781  1.000000
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,815     5,917         50,417      1,239  0.000053
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,291   1,500    1,943     5,917         25,417      1,299  0.000773
  plat_apple::mach_absolute_time_ticks            None     100,000   1,208   1,375   35,091     5,708    387,875,237  2,750,319       ---
                    libc_gettime_clock      UPTIME_RAW     100,000   1,208   1,416   34,739     5,750    355,863,750  2,583,390  0.999999
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW     100,000   1,208   1,417   33,439     5,750    396,917,542  2,709,125  1.000000
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW     100,000   1,208   1,417   33,649     5,750    339,788,333  2,432,365  1.000000
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW     100,000   1,208   1,417   35,776     5,750    340,738,125  2,763,000  0.999934
                    libc_gettime_clock   MONOTONIC_RAW     100,000   1,208   1,416   35,095     5,750    334,455,125  2,744,888  0.999998
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,291   1,542    1,880     5,917         37,125      1,162  0.000823
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,291   1,500    1,884     5,917         34,042      1,211  0.000518
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW     100,000   1,208   1,417   33,376     5,750    326,916,250  2,557,035  1.000000
     plat_apple::gettime_nsec_np_clock      UPTIME_RAW     100,000   1,208   1,416   34,642     5,709    344,080,292  2,572,759  0.999999
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,291   1,500    1,627     1,875         49,583        692  0.000762
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,291   1,500    1,877     5,917         38,667      1,165  0.000641
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,291   1,500    1,748     2,625         43,000        969  0.000485
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,743     5,916         37,458      1,090  0.000053
     plat_apple::gettime_nsec_np_clock      UPTIME_RAW     100,000   1,208   1,416   34,674     5,750    341,530,958  2,551,885  0.999999
                    libc_gettime_clock      UPTIME_RAW     100,000   1,208   1,375   34,928     5,750    416,682,459  2,809,821  1.000000
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,291   1,500    2,024     5,917        193,042      1,564  0.001147
     plat_apple::gettime_nsec_np_clock      UPTIME_RAW     100,000   1,208   1,416   34,779     5,750    297,258,542  2,440,611  0.999999
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,726     5,916         17,291      1,092  0.000032
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,291   1,500    1,887     5,917         28,625      1,210  0.000602
     plat_apple::gettime_nsec_np_clock       MONOTONIC     100,000   1,000   1,000   33,840     6,000    340,546,000  2,544,343  1.000000
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,874     5,917         53,791      1,364  0.000054
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,783     5,917         22,750      1,196  0.000049
     plat_apple::gettime_nsec_np_clock       MONOTONIC     100,000   1,000   1,000   32,418     6,000    343,213,000  2,550,041  1.000003
     plat_apple::gettime_nsec_np_clock       MONOTONIC     100,000   1,000   1,000   34,015     6,000    380,522,000  2,569,112  1.000001
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,291   1,500    1,778     5,916         52,000      1,083  0.001194
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,291   1,542    1,993     5,917         42,417      1,321  0.000561
     plat_apple::gettime_nsec_np_clock      UPTIME_RAW     100,000   1,208   1,416   34,721     5,750    356,806,000  2,652,203  0.999999
     plat_apple::gettime_nsec_np_clock      UPTIME_RAW     100,000   1,208   1,416   34,791     5,750    446,461,500  2,859,233  1.000000
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,291   1,417    1,784     5,916         21,208      1,073  0.000981
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,830     5,917         39,625      1,259  0.000066
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,674     2,166         27,125      1,006  0.000060
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,291   1,500    1,857     5,917         43,375      1,197  0.000542
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,794     5,917         36,375      1,220  0.000047
     plat_apple::gettime_nsec_np_clock       MONOTONIC     100,000   1,000   1,000   33,990     6,000    328,692,000  2,510,085  1.000004
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,808     5,917        126,666      1,249  0.000437
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,731     5,916         23,000      1,037  0.000047
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,981     5,917         36,709      1,435  0.000062
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,775     5,917         46,000      1,141  0.000032
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,416    1,871     5,917         20,583      1,296  0.000041
                    libc_gettime_clock      UPTIME_RAW     100,000   1,208   1,416   34,995     5,750    424,827,417  2,761,985  1.000000
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,854     5,917         50,334      1,303  0.000048
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,838     5,917         58,417      1,242  0.000061
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,780     5,917         67,125      1,215  0.000053
     plat_apple::gettime_nsec_np_clock      UPTIME_RAW     100,000   1,208   1,416   34,880     5,750    361,438,917  2,610,761  0.999999
                    libc_gettime_clock   MONOTONIC_RAW     100,000   1,208   1,416   35,414     5,750    418,129,666  2,797,893  0.999999
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,799     5,917         52,708      1,192  0.000055
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,291   1,500    1,948     5,917         36,000      1,290  0.000515
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,291   1,542    1,928     5,917         28,541      1,260  0.000383
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,884     5,917         51,583      1,332  0.000043
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,291   1,500    1,987     5,917         49,500      1,402  0.000695
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,291   1,542    1,920     5,917        206,666      1,343  0.001031
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW     100,000   1,208   1,417   33,785     5,750    319,335,208  2,410,290  1.000000
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,291   1,542    1,926     5,917         51,167      1,228  0.000804
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,291   1,500    1,994     5,917         40,458      1,427  0.000600
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,291   1,500    1,856     5,917         27,583      1,159  0.000478
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,949     5,917         31,708      1,464  0.000052
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,375    1,937     5,917         60,666      1,422  0.000047
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,291   1,500    1,934     5,917         77,875      1,269  0.000510
     plat_apple::gettime_nsec_np_clock   MONOTONIC_RAW     100,000   1,208   1,417   34,658     5,750    357,083,334  2,696,667  0.999966
     plat_apple::gettime_nsec_np_clock  THREAD_CPUTIME     100,000   1,291   1,416    1,801     5,917         43,125      1,212  0.000053
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,250   1,542    2,022     5,917         36,958      1,384  0.001109
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,291   1,500    2,141     5,917         39,917      1,568  0.000443
                    libc_gettime_clock  THREAD_CPUTIME     100,000   1,250   1,583    2,072     5,917         31,833      1,423  0.000451
