                                fnname          clock     nsamples     min  perc50        mean  perc95            max      stddev        drift
     plat_apple::gettime_nsec_np_clock      MONOTONIC       99,958   1,000   1,000     462,226   2,000  1,182,999,000  21,096,968     0.999994
     plat_apple::gettime_nsec_np_clock     UPTIME_RAW      100,000   1,208   1,416      37,637   5,709    328,062,583   2,633,611     1.000000
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,708       1,820   2,208         71,375         968     0.000693
     plat_apple::gettime_nsec_np_clock      MONOTONIC       99,943   1,000   1,000     595,294   2,000  1,125,211,000  23,861,058     0.999999
     plat_apple::gettime_nsec_np_clock THREAD_CPUTIME      100,000   1,291   1,417       1,678   5,875         29,417       1,047     0.000018
                               instant           None      100,000   1,208   1,292      36,114   1,666    411,628,541   2,669,002     1.000000
                               instant           None      100,000   1,208   1,292      35,623   1,667    401,684,041   2,508,836     0.999933
  plat_apple::mach_absolute_time_ticks           None      100,000   1,208   1,375      37,808   1,666    402,085,214   2,579,387          ---
     plat_apple::gettime_nsec_np_clock  MONOTONIC_RAW      100,000   1,208   1,375      36,442   1,667    346,736,083   2,568,980     1.000000
                               instant           None      100,000   1,208   1,292      34,546   5,750    311,698,542   2,448,364     0.999932
     plat_apple::gettime_nsec_np_clock     UPTIME_RAW      100,000   1,208   1,416      36,925   4,125    434,451,916   2,751,525     0.999999
  plat_apple::mach_absolute_time_ticks           None      100,000   1,208   1,375      37,349   5,751    379,470,933   2,616,839          ---
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,542       1,748   2,042         36,000         898     0.000644
     plat_apple::gettime_nsec_np_clock     UPTIME_RAW      100,000   1,208   1,416      37,774   5,709    384,885,209   2,640,506     0.999999
     plat_apple::gettime_nsec_np_clock     UPTIME_RAW      100,000   1,208   1,416      36,613   1,667    302,675,334   2,458,492     1.000000
                    libc_gettime_clock     UPTIME_RAW      100,000   1,208   1,375      37,121   1,667    314,364,750   2,559,165     0.999996
                    libc_gettime_clock  MONOTONIC_RAW      100,000   1,208   1,375      37,087   5,750    452,676,458   2,688,388     1.000000
                    libc_gettime_clock  MONOTONIC_RAW      100,000   1,208   1,375      38,008   1,625    437,847,000   2,743,170     1.000000
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,708       1,772   1,792         44,333         901     0.000470
  plat_apple::mach_absolute_time_ticks           None      100,000   1,208   1,375      37,969   5,666    399,627,958   2,678,847          ---
     plat_apple::gettime_nsec_np_clock      MONOTONIC       99,982   1,000   1,000     214,898   2,000  1,090,256,000  13,740,165     1.000000
     plat_apple::gettime_nsec_np_clock     UPTIME_RAW      100,000   1,208   1,416      36,725   5,708    519,856,000   2,793,479     0.999999
     plat_apple::gettime_nsec_np_clock  MONOTONIC_RAW      100,000   1,208   1,416      36,348   1,667    423,595,500   2,624,468     1.000000
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,708       1,742   1,834         18,709         865     0.000535
                               instant           None      100,000   1,208   1,333      38,283   5,750    361,011,500   2,565,005     0.999977
                    libc_gettime_clock     UPTIME_RAW      100,000   1,208   1,416      38,111   5,750    423,470,584   2,585,125     1.000000
     plat_apple::gettime_nsec_np_clock  MONOTONIC_RAW      100,000   1,208   1,375      36,450   5,708    348,284,875   2,637,193     0.999997
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,542       1,675   1,750         15,500         719     0.000506
     plat_apple::gettime_nsec_np_clock     UPTIME_RAW      100,000   1,208   1,416      36,971   5,750    370,602,958   2,663,909     0.999999
     plat_apple::gettime_nsec_np_clock     UPTIME_RAW      100,000   1,208   1,416      36,974   5,708    292,365,833   2,462,959     1.000000
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,708       1,843   5,916         38,833       1,069     0.000489
     plat_apple::gettime_nsec_np_clock     UPTIME_RAW      100,000   1,208   1,416      36,998   5,708    277,047,833   2,413,949     1.000000
                               instant           None      100,000   1,208   1,333      38,321   5,750    288,061,000   2,526,522     0.999991
  plat_apple::mach_absolute_time_ticks           None      100,000   1,208   1,374      38,276   5,708    283,057,453   2,584,561          ---
     plat_apple::gettime_nsec_np_clock     UPTIME_RAW      100,000   1,208   1,416      37,031   1,667    261,526,542   2,395,096     1.000000
     plat_apple::gettime_nsec_np_clock THREAD_CPUTIME      100,000   1,291   1,500       1,589   1,625         23,459         793     0.000034
     plat_apple::gettime_nsec_np_clock THREAD_CPUTIME      100,000   1,291   1,500       1,683   5,875         42,916       1,015     0.000052
     plat_apple::gettime_nsec_np_clock THREAD_CPUTIME      100,000   1,291   1,500       1,673   1,958         23,625         887     0.000016
                    libc_gettime_clock     UPTIME_RAW      100,000   1,208   1,416      36,434   5,750    290,302,208   2,475,402     1.000000
     plat_apple::gettime_nsec_np_clock THREAD_CPUTIME      100,000   1,291   1,500       1,618   1,583         50,084         879     0.000017
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,708       1,789   2,000         54,583         930     0.000910
     plat_apple::gettime_nsec_np_clock THREAD_CPUTIME      100,000   1,291   1,500       1,762   5,916         21,250       1,143     0.000025
     plat_apple::gettime_nsec_np_clock     UPTIME_RAW      100,000   1,208   1,375      38,311   5,709    298,050,541   2,486,013     1.000000
     plat_apple::gettime_nsec_np_clock  MONOTONIC_RAW      100,000   1,208   1,416      36,649   1,667    350,775,750   2,492,976     0.999997
     plat_apple::gettime_nsec_np_clock THREAD_CPUTIME      100,000   1,291   1,500       1,664   1,750         33,000         980     0.000052
     plat_apple::gettime_nsec_np_clock      MONOTONIC       99,973   1,000   1,000     299,232   2,000  1,057,064,000  16,638,867     0.999994
                    libc_gettime_clock      MONOTONIC       99,944   1,000   1,000     613,712   5,000  1,056,947,000  24,248,276     1.000035
  plat_apple::mach_absolute_time_ticks           None      100,000   1,208   1,375      37,835   5,708    405,593,125   2,680,634          ---
     plat_apple::gettime_nsec_np_clock     UPTIME_RAW      100,000   1,208   1,375      37,766   5,750    292,455,875   2,458,547     1.000000
  plat_apple::mach_absolute_time_ticks           None      100,000   1,208   1,375      37,819   5,708    349,889,754   2,584,327          ---
     plat_apple::gettime_nsec_np_clock  MONOTONIC_RAW      100,000   1,208   1,375      36,727   1,667    456,118,750   2,654,543     0.999992
                    libc_gettime_clock     UPTIME_RAW      100,000   1,208   1,375      36,495   5,750    398,197,292   2,535,954     1.000000
     plat_apple::gettime_nsec_np_clock THREAD_CPUTIME      100,000   1,291   1,417       1,641   1,708         30,708         944     0.000020
     plat_apple::gettime_nsec_np_clock     UPTIME_RAW      100,000   1,208   1,375      37,840   5,709    323,791,875   2,392,956     1.000000
     plat_apple::gettime_nsec_np_clock  MONOTONIC_RAW      100,000   1,208   1,375      36,738   1,750    358,153,583   2,552,561     0.999996
     plat_apple::gettime_nsec_np_clock THREAD_CPUTIME      100,000   1,291   1,500       1,694   5,875         41,541       1,064     0.000029
  plat_apple::mach_absolute_time_ticks           None      100,000   1,208   1,375      38,511   1,666    374,688,790   2,544,007          ---
     plat_apple::gettime_nsec_np_clock      MONOTONIC       99,774   1,000   1,000   2,335,194   6,000  1,402,869,000  48,246,884     1.000004
     plat_apple::gettime_nsec_np_clock  MONOTONIC_RAW      100,000   1,208   1,375      36,895   1,750    375,632,834   2,585,924     1.000000
                    libc_gettime_clock     UPTIME_RAW      100,000   1,208   1,416      37,777   1,667    260,595,083   2,402,446     1.000000
     plat_apple::gettime_nsec_np_clock THREAD_CPUTIME      100,000   1,291   1,500       1,800   5,917         20,167       1,196     0.000030
     plat_apple::gettime_nsec_np_clock      MONOTONIC       99,895   1,000   1,000   1,084,373   2,000  1,106,539,000  32,524,860     0.999999
     plat_apple::gettime_nsec_np_clock  MONOTONIC_RAW      100,000   1,208   1,375      36,803   1,667    353,574,542   2,671,619     1.000000
                    libc_gettime_clock  MONOTONIC_RAW      100,000   1,208   1,375      38,606   1,666    385,945,375   2,743,402     0.999997
     plat_apple::gettime_nsec_np_clock      MONOTONIC       99,922   1,000   1,000     822,572   6,000  1,364,794,000  28,521,058     0.999998
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,625       1,846   5,916         55,458       1,095     0.000322
                    libc_gettime_clock     UPTIME_RAW      100,000   1,208   1,416      37,837   5,709    400,112,375   2,526,008     1.000000
     plat_apple::gettime_nsec_np_clock THREAD_CPUTIME      100,000   1,291   1,500       1,651   1,708         60,333         988     0.000026
                    libc_gettime_clock     UPTIME_RAW      100,000   1,208   1,416      36,681   5,750    374,262,666   2,514,480     1.000000
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,708       1,766   1,792         37,583         913     0.000656
     plat_apple::gettime_nsec_np_clock      MONOTONIC       99,920   1,000   1,000     817,462   6,000  1,331,754,000  28,379,852     0.999997
     plat_apple::gettime_nsec_np_clock THREAD_CPUTIME      100,000   1,291   1,417       1,704   5,916         34,750       1,113     0.000036
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,708       1,736   1,750         36,583         824     0.001487
     plat_apple::gettime_nsec_np_clock THREAD_CPUTIME      100,000   1,291   1,459       1,649   1,875         30,375         970     0.000087
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,583       1,789   2,000         33,958         991     0.000431
  plat_apple::mach_absolute_time_ticks           None      100,000   1,208   1,375      36,663   5,708    294,608,668   2,566,819          ---
     plat_apple::gettime_nsec_np_clock THREAD_CPUTIME      100,000   1,291   1,500       1,755   5,916         39,958       1,188     0.000018
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,708       1,716   1,834         32,958         699     0.000067
     plat_apple::gettime_nsec_np_clock THREAD_CPUTIME      100,000   1,291   1,500       1,585   1,750         49,250         761     0.000018
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,541       1,922   5,917         33,125       1,275     0.000843
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,708       1,919   5,916         41,292       1,137     0.004989
     plat_apple::gettime_nsec_np_clock THREAD_CPUTIME      100,000   1,291   1,500       1,685   4,292         47,917       1,044     0.000017
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,708       1,883   5,916         60,875       1,166     0.001013
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,708       1,792   1,792         36,416         920     0.000727
     plat_apple::gettime_nsec_np_clock  MONOTONIC_RAW      100,000   1,208   1,375      37,102   5,709    331,607,209   2,451,879     1.000000
     plat_apple::gettime_nsec_np_clock  MONOTONIC_RAW      100,000   1,208   1,416      37,109   5,709    301,478,250   2,374,166     1.000000
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,708       1,906   5,916         35,500       1,142     0.000452
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,708       1,821   5,916         42,208       1,075     0.000453
                    libc_gettime_clock THREAD_CPUTIME      100,000   1,291   1,708       1,759   2,000         27,834         788     0.000375
